N,P,K,Temperature,Humidity,pH,Rainfall,Crop,Mixed_Crops,Organic_Fertilizer,Biopesticide,Agroforestry_Tree
54,50,181,36.3,69.3,7.3,1552.6,pigeonpeas,Pigeon Pea+Millet,Green Manure,Beauveria Bassiana,Casuarina
120,111,83,38.3,36.9,8.3,832.5,maize,Maize+Beans,Forest Leaf Compost,Garlic-Chili Extract,Leucaena
13,60,145,38.4,81.7,5.7,1251.7,kidneybeans,Beans+Maize,Bio-slurry,Neem + Soap,Leucaena
62,28,48,22.2,75.1,5.0,1710.9,papaya,Papaya+Drumstick,Farmyard Manure,Bt Spray,Casuarina
25,12,149,32.9,33.3,6.6,268.4,apple,Apple+Medicinal Plants,Panchagavya,Neem + Soap,Sesbania
44,12,102,34.2,64.8,8.5,1025.8,watermelon,Watermelon+Maize,Farmyard Manure,Neem + Soap,Drumstick
12,103,119,16.4,77.0,5.0,1561.5,orange,Orange+Spices,Vermicompost,Bt Spray,Sesbania
111,68,147,35.5,59.5,6.9,709.9,cotton,Cotton+Turmeric,Farmyard Manure,Panchagavya Extract,Leucaena
100,80,93,19.0,54.7,7.5,844.2,orange,Orange+Spices,Panchagavya,Garlic-Chili Extract,Acacia
25,36,48,25.7,38.5,7.5,1728.0,banana,Banana+Coffee,Neem Cake,Neem + Soap,Gliricidia
47,96,167,35.6,46.2,7.8,1075.6,grapes,Grapes+Legumes,Forest Leaf Compost,Pseudomonas,Sesbania
54,93,67,19.5,56.0,6.0,625.2,mango,Mango+Turmeric,Jeevamrutha,Bt Spray,Gliricidia
101,57,29,27.9,86.8,8.0,938.4,lentil,Lentil+Mustard,Bio-slurry,Neem Oil,Neem
47,111,44,32.0,46.5,8.1,209.3,muskmelon,Muskmelon+Beans,Farmyard Manure,Beauveria Bassiana,Gliricidia
121,38,28,16.7,83.7,5.0,1523.5,cotton,Cotton+Turmeric,Jeevamrutha,Bt Spray,Leucaena
103,75,90,34.9,60.4,5.9,805.1,jute,Jute+Rice,Jeevamrutha,Trichoderma,Gliricidia
68,12,64,21.9,79.5,4.7,1486.9,maize,Maize+Beans,Jeevamrutha,Neem + Soap,Casuarina
55,52,199,34.7,56.7,7.0,1999.3,mango,Mango+Turmeric,Jeevamrutha,Neem + Soap,Acacia
99,108,57,30.5,78.5,8.1,299.1,coffee,Coffee+Banana,Green Manure,Bt Spray,Gliricidia
71,30,74,17.4,59.9,7.3,1101.4,banana,Banana+Coffee,Neem Cake,Neem + Soap,Drumstick
125,28,198,20.8,86.1,5.4,684.0,muskmelon,Muskmelon+Beans,Forest Leaf Compost,Panchagavya Extract,Gliricidia
51,115,48,26.6,56.2,7.8,912.2,papaya,Papaya+Drumstick,Forest Leaf Compost,Neem + Soap,Gliricidia
85,62,146,29.6,38.8,5.2,631.4,pigeonpeas,Pigeon Pea+Millet,Neem Cake,Beauveria Bassiana,Gliricidia
65,115,80,20.5,31.0,4.8,1887.0,watermelon,Watermelon+Maize,Vermicompost,Pseudomonas,Subabul
115,20,99,17.2,71.0,5.3,1664.4,banana,Banana+Coffee,Farmyard Manure,Trichoderma,Leucaena
107,114,117,16.7,61.3,5.8,513.9,grapes,Grapes+Legumes,Farmyard Manure,Pseudomonas,Neem
125,92,82,16.4,37.4,7.1,664.6,coffee,Coffee+Banana,Farmyard Manure,Pseudomonas,Neem
50,53,177,27.1,72.3,6.7,1608.6,pigeonpeas,Pigeon Pea+Millet,Green Manure,Neem Oil,Acacia
95,81,34,35.8,70.7,7.5,970.7,rice,Rice+Sesbania,Bio-slurry,Pseudomonas,Acacia
116,117,45,36.2,66.2,6.9,1087.1,mothbeans,Mothbean+Castor,Forest Leaf Compost,Neem Oil,Casuarina
91,6,5,37.0,54.3,5.9,1682.5,maize,Maize+Beans,Green Manure,Trichoderma,Gliricidia
79,35,139,28.0,32.9,6.4,487.7,apple,Apple+Medicinal Plants,Bio-slurry,Panchagavya Extract,Neem
58,78,152,19.9,57.2,7.2,987.8,mungbean,Mungbean+Sorghum,Neem Cake,Pseudomonas,Drumstick
25,77,160,33.9,49.2,6.8,1502.7,blackgram,Blackgram+Maize,Green Manure,Pseudomonas,Sesbania
11,81,73,35.8,34.5,7.1,1789.4,grapes,Grapes+Legumes,Neem Cake,Pseudomonas,Gliricidia
112,81,187,18.7,51.6,4.8,1810.1,maize,Maize+Beans,Farmyard Manure,Panchagavya Extract,Casuarina
99,85,114,16.8,60.4,7.6,1244.3,pomegranate,Pomegranate+Marigold,Vermicompost,Pseudomonas,Drumstick
81,99,94,29.4,82.5,5.4,1398.9,mango,Mango+Turmeric,Bio-slurry,Panchagavya Extract,Leucaena
71,51,107,36.3,80.0,8.0,622.6,kidneybeans,Beans+Maize,Farmyard Manure,Beauveria Bassiana,Drumstick
86,98,25,31.6,44.2,5.9,1380.9,watermelon,Watermelon+Maize,Bio-slurry,Pseudomonas,Leucaena
136,54,159,23.3,50.8,6.0,1230.2,lentil,Lentil+Mustard,Forest Leaf Compost,Neem Oil,Drumstick
64,103,60,19.3,59.9,5.3,656.3,lentil,Lentil+Mustard,Neem Cake,Beauveria Bassiana,Casuarina
74,95,36,21.9,81.5,5.9,1492.4,cotton,Cotton+Turmeric,Vermicompost,Neem + Soap,Subabul
75,61,77,35.8,82.8,5.7,975.4,pomegranate,Pomegranate+Marigold,Panchagavya,Bt Spray,Subabul
120,22,160,21.9,63.2,7.0,609.8,kidneybeans,Beans+Maize,Farmyard Manure,Pseudomonas,Acacia
85,111,157,28.7,37.3,6.6,687.7,banana,Banana+Coffee,Green Manure,Beauveria Bassiana,Drumstick
51,74,20,36.9,75.0,8.5,1443.8,banana,Banana+Coffee,Panchagavya,Garlic-Chili Extract,Drumstick
80,111,116,26.9,38.2,6.8,341.3,grapes,Grapes+Legumes,Jeevamrutha,Beauveria Bassiana,Gliricidia
20,18,94,34.6,72.6,6.7,979.9,pomegranate,Pomegranate+Marigold,Jeevamrutha,Garlic-Chili Extract,Gliricidia
18,84,77,22.0,73.1,8.4,886.0,mungbean,Mungbean+Sorghum,Jeevamrutha,Neem + Soap,Subabul
84,47,166,27.5,50.1,7.2,1738.3,lentil,Lentil+Mustard,Neem Cake,Garlic-Chili Extract,Casuarina
28,23,45,39.9,51.0,6.0,948.1,muskmelon,Muskmelon+Beans,Vermicompost,Bt Spray,Leucaena
117,74,42,32.1,61.5,7.6,1139.8,orange,Orange+Spices,Farmyard Manure,Beauveria Bassiana,Acacia
29,117,24,21.6,49.3,7.6,1786.0,mango,Mango+Turmeric,Neem Cake,Trichoderma,Gliricidia
132,93,9,17.9,67.8,6.8,236.1,chickpea,Wheat+Gram,Bio-slurry,Bt Spray,Gliricidia
92,72,22,20.6,67.3,5.9,1178.1,watermelon,Watermelon+Maize,Green Manure,Trichoderma,Sesbania
10,75,28,26.8,61.7,4.8,1539.2,mango,Mango+Turmeric,Green Manure,Beauveria Bassiana,Drumstick
70,46,187,26.2,80.5,7.1,1794.2,muskmelon,Muskmelon+Beans,Forest Leaf Compost,Panchagavya Extract,Neem
42,86,13,39.6,51.5,6.9,1879.2,banana,Banana+Coffee,Neem Cake,Beauveria Bassiana,Drumstick
45,116,57,19.2,50.5,8.1,1697.1,pomegranate,Pomegranate+Marigold,Vermicompost,Panchagavya Extract,Sesbania
56,100,81,39.3,46.1,4.7,1782.2,kidneybeans,Beans+Maize,Forest Leaf Compost,Bt Spray,Sesbania
117,114,162,19.3,47.7,5.9,812.1,papaya,Papaya+Drumstick,Forest Leaf Compost,Pseudomonas,Gliricidia
109,82,19,25.0,40.4,7.1,457.7,chickpea,Wheat+Gram,Green Manure,Beauveria Bassiana,Casuarina
84,35,121,18.0,35.2,7.9,1823.3,jute,Jute+Rice,Neem Cake,Beauveria Bassiana,Acacia
126,109,41,27.3,39.7,8.5,1467.8,mango,Mango+Turmeric,Green Manure,Bt Spray,Acacia
70,91,176,22.0,31.6,6.7,1983.7,kidneybeans,Beans+Maize,Jeevamrutha,Neem + Soap,Casuarina
57,61,114,27.2,64.0,5.7,1513.2,maize,Maize+Beans,Neem Cake,Pseudomonas,Subabul
10,109,139,38.3,77.8,6.4,964.1,papaya,Papaya+Drumstick,Forest Leaf Compost,Pseudomonas,Sesbania
18,7,159,28.5,72.5,4.9,1170.6,mothbeans,Mothbean+Castor,Green Manure,Garlic-Chili Extract,Leucaena
116,79,132,24.1,54.4,5.1,1621.4,mungbean,Mungbean+Sorghum,Neem Cake,Neem + Soap,Leucaena
28,36,55,30.3,49.1,5.0,1382.5,cotton,Cotton+Turmeric,Forest Leaf Compost,Pseudomonas,Drumstick
134,14,145,18.0,56.3,6.0,1951.9,grapes,Grapes+Legumes,Vermicompost,Garlic-Chili Extract,Neem
30,87,33,36.3,78.5,4.5,1224.3,coconut,Coconut+Pineapple,Green Manure,Beauveria Bassiana,Casuarina
102,70,127,20.1,65.8,5.4,1223.4,mango,Mango+Turmeric,Farmyard Manure,Trichoderma,Acacia
38,20,12,23.8,56.5,6.0,1573.1,pigeonpeas,Pigeon Pea+Millet,Jeevamrutha,Panchagavya Extract,Leucaena
123,31,90,24.5,30.7,4.6,981.8,banana,Banana+Coffee,Forest Leaf Compost,Bt Spray,Subabul
122,40,126,31.8,39.2,8.2,1793.0,grapes,Grapes+Legumes,Neem Cake,Panchagavya Extract,Sesbania
61,90,24,33.6,52.9,4.6,1462.5,jute,Jute+Rice,Jeevamrutha,Trichoderma,Gliricidia
87,33,109,16.0,85.3,4.8,580.3,apple,Apple+Medicinal Plants,Green Manure,Beauveria Bassiana,Drumstick
11,95,57,34.7,76.5,4.7,278.0,muskmelon,Muskmelon+Beans,Neem Cake,Panchagavya Extract,Acacia
50,24,139,17.6,51.3,6.5,403.4,rice,Rice+Sesbania,Farmyard Manure,Bt Spray,Subabul
79,40,49,38.8,70.4,5.5,317.2,banana,Banana+Coffee,Neem Cake,Beauveria Bassiana,Drumstick
117,40,148,31.9,53.4,6.0,1217.9,papaya,Papaya+Drumstick,Panchagavya,Beauveria Bassiana,Casuarina
116,104,29,29.0,49.4,6.4,556.3,coconut,Coconut+Pineapple,Forest Leaf Compost,Neem Oil,Drumstick
63,8,48,32.1,55.9,5.8,1199.9,orange,Orange+Spices,Forest Leaf Compost,Panchagavya Extract,Subabul
114,66,15,25.6,59.8,4.8,1415.0,lentil,Lentil+Mustard,Bio-slurry,Pseudomonas,Gliricidia
23,31,21,15.8,62.9,7.1,456.4,apple,Apple+Medicinal Plants,Farmyard Manure,Pseudomonas,Acacia
85,119,62,36.4,75.4,7.4,506.8,papaya,Papaya+Drumstick,Forest Leaf Compost,Trichoderma,Casuarina
102,90,162,25.5,35.9,7.1,1509.9,coconut,Coconut+Pineapple,Farmyard Manure,Neem + Soap,Leucaena
61,20,96,27.9,55.2,6.2,267.9,watermelon,Watermelon+Maize,Green Manure,Pseudomonas,Gliricidia
97,93,118,37.7,83.7,6.3,1050.8,cotton,Cotton+Turmeric,Vermicompost,Neem + Soap,Neem
131,21,130,16.7,54.9,7.0,948.2,papaya,Papaya+Drumstick,Farmyard Manure,Panchagavya Extract,Sesbania
111,95,110,32.6,69.1,5.2,1933.2,apple,Apple+Medicinal Plants,Green Manure,Neem Oil,Gliricidia
89,103,139,35.3,30.8,7.4,1763.6,blackgram,Blackgram+Maize,Panchagavya,Neem + Soap,Subabul
64,98,46,24.1,55.9,7.8,1088.0,kidneybeans,Beans+Maize,Neem Cake,Trichoderma,Neem
118,11,100,20.6,51.2,7.3,1817.5,muskmelon,Muskmelon+Beans,Jeevamrutha,Garlic-Chili Extract,Neem
53,92,174,25.8,64.4,8.2,242.1,chickpea,Wheat+Gram,Forest Leaf Compost,Beauveria Bassiana,Acacia
19,17,40,18.1,54.4,6.6,1694.6,muskmelon,Muskmelon+Beans,Neem Cake,Bt Spray,Sesbania
62,100,185,28.6,88.9,4.6,809.8,coffee,Coffee+Banana,Neem Cake,Bt Spray,Leucaena
127,97,146,32.8,73.3,6.1,734.0,lentil,Lentil+Mustard,Green Manure,Pseudomonas,Subabul
123,94,170,32.4,35.6,4.9,1231.5,kidneybeans,Beans+Maize,Vermicompost,Trichoderma,Neem
91,51,134,30.9,73.3,5.7,438.5,apple,Apple+Medicinal Plants,Neem Cake,Beauveria Bassiana,Neem
56,45,121,16.2,63.9,7.7,1368.4,coconut,Coconut+Pineapple,Bio-slurry,Beauveria Bassiana,Gliricidia
18,64,143,37.1,79.8,6.5,1147.5,blackgram,Blackgram+Maize,Bio-slurry,Trichoderma,Gliricidia
111,62,115,20.3,45.4,6.6,765.4,jute,Jute+Rice,Vermicompost,Panchagavya Extract,Casuarina
115,55,169,34.8,66.3,8.1,873.8,pigeonpeas,Pigeon Pea+Millet,Jeevamrutha,Pseudomonas,Neem
111,45,199,38.3,68.6,5.3,901.5,chickpea,Wheat+Gram,Bio-slurry,Neem Oil,Sesbania
50,28,116,35.6,82.2,7.1,1184.6,jute,Jute+Rice,Forest Leaf Compost,Neem + Soap,Acacia
81,52,79,20.5,63.9,4.6,1243.1,pomegranate,Pomegranate+Marigold,Neem Cake,Bt Spray,Casuarina
78,45,80,23.8,89.7,7.3,1799.0,chickpea,Wheat+Gram,Vermicompost,Garlic-Chili Extract,Acacia
131,51,43,36.8,35.0,4.9,1077.6,orange,Orange+Spices,Farmyard Manure,Garlic-Chili Extract,Casuarina
22,75,36,38.1,77.4,6.0,225.4,pigeonpeas,Pigeon Pea+Millet,Bio-slurry,Pseudomonas,Drumstick
103,43,155,35.1,75.7,6.9,859.5,muskmelon,Muskmelon+Beans,Neem Cake,Trichoderma,Casuarina
11,67,187,35.7,64.8,4.9,1866.4,chickpea,Wheat+Gram,Forest Leaf Compost,Panchagavya Extract,Neem
79,17,110,36.8,82.3,7.8,1855.7,mothbeans,Mothbean+Castor,Forest Leaf Compost,Trichoderma,Acacia
15,64,76,32.1,44.3,7.3,1237.1,orange,Orange+Spices,Neem Cake,Pseudomonas,Leucaena
94,19,135,24.0,45.7,8.3,201.0,blackgram,Blackgram+Maize,Green Manure,Garlic-Chili Extract,Acacia
128,54,97,30.4,30.5,5.0,1475.9,banana,Banana+Coffee,Vermicompost,Panchagavya Extract,Subabul
113,73,167,23.7,84.6,5.1,719.8,apple,Apple+Medicinal Plants,Jeevamrutha,Pseudomonas,Acacia
60,71,70,24.5,36.3,6.6,1150.5,coconut,Coconut+Pineapple,Forest Leaf Compost,Garlic-Chili Extract,Casuarina
40,72,195,28.4,53.6,8.3,498.0,muskmelon,Muskmelon+Beans,Jeevamrutha,Panchagavya Extract,Subabul
33,15,147,24.2,46.1,5.5,1741.6,orange,Orange+Spices,Forest Leaf Compost,Trichoderma,Neem
133,61,152,26.1,41.1,7.4,1185.2,coffee,Coffee+Banana,Bio-slurry,Trichoderma,Casuarina
90,118,16,27.8,85.8,6.2,1120.2,apple,Apple+Medicinal Plants,Jeevamrutha,Trichoderma,Subabul
35,9,186,23.1,74.2,5.2,1393.4,muskmelon,Muskmelon+Beans,Farmyard Manure,Panchagavya Extract,Acacia
122,68,116,29.2,70.6,7.4,1844.4,coffee,Coffee+Banana,Farmyard Manure,Neem Oil,Neem
111,64,51,32.5,75.9,4.6,463.1,papaya,Papaya+Drumstick,Jeevamrutha,Neem + Soap,Leucaena
105,72,78,19.6,34.8,6.3,1411.8,rice,Rice+Sesbania,Jeevamrutha,Trichoderma,Neem
115,98,124,32.9,58.3,7.1,1407.1,cotton,Cotton+Turmeric,Vermicompost,Neem Oil,Acacia
35,82,96,16.2,85.8,5.0,1212.8,papaya,Papaya+Drumstick,Vermicompost,Neem + Soap,Gliricidia
90,95,89,15.6,60.0,5.0,1361.2,pomegranate,Pomegranate+Marigold,Forest Leaf Compost,Bt Spray,Sesbania
119,18,114,33.4,87.7,5.7,1951.2,cotton,Cotton+Turmeric,Panchagavya,Neem + Soap,Subabul
53,91,44,20.0,55.7,5.8,1851.1,apple,Apple+Medicinal Plants,Neem Cake,Bt Spray,Acacia
56,47,146,38.5,58.8,4.9,389.9,grapes,Grapes+Legumes,Farmyard Manure,Panchagavya Extract,Subabul
137,30,168,26.8,34.0,7.3,537.1,mothbeans,Mothbean+Castor,Bio-slurry,Bt Spray,Neem
29,116,187,16.4,46.4,4.9,1589.5,orange,Orange+Spices,Jeevamrutha,Beauveria Bassiana,Leucaena
86,107,144,37.1,87.4,7.7,487.6,jute,Jute+Rice,Farmyard Manure,Neem Oil,Neem
52,34,161,18.1,31.4,6.0,237.7,mango,Mango+Turmeric,Neem Cake,Trichoderma,Leucaena
17,112,185,23.2,48.8,4.8,763.0,blackgram,Blackgram+Maize,Farmyard Manure,Neem + Soap,Casuarina
132,34,47,34.5,57.6,8.0,233.7,chickpea,Wheat+Gram,Neem Cake,Neem + Soap,Sesbania
83,109,137,15.2,42.1,7.1,1384.4,pigeonpeas,Pigeon Pea+Millet,Bio-slurry,Neem Oil,Leucaena
121,32,119,31.3,50.5,8.2,929.4,mothbeans,Mothbean+Castor,Panchagavya,Panchagavya Extract,Casuarina
14,66,65,28.1,35.1,6.7,1855.2,lentil,Lentil+Mustard,Forest Leaf Compost,Neem + Soap,Gliricidia
69,63,64,28.8,69.4,7.0,1354.2,mango,Mango+Turmeric,Neem Cake,Neem Oil,Acacia
99,39,114,27.4,63.1,6.0,991.1,papaya,Papaya+Drumstick,Panchagavya,Garlic-Chili Extract,Sesbania
43,110,124,38.6,42.1,4.6,1980.6,mothbeans,Mothbean+Castor,Forest Leaf Compost,Bt Spray,Acacia
32,109,154,36.5,55.2,4.6,384.8,maize,Maize+Beans,Bio-slurry,Panchagavya Extract,Sesbania
83,11,67,20.1,36.5,7.6,1086.1,jute,Jute+Rice,Jeevamrutha,Trichoderma,Subabul
95,6,131,18.7,74.8,8.0,1767.6,kidneybeans,Beans+Maize,Jeevamrutha,Panchagavya Extract,Drumstick
116,15,106,17.0,31.3,6.0,1257.9,pomegranate,Pomegranate+Marigold,Farmyard Manure,Pseudomonas,Casuarina
19,89,124,15.2,37.6,6.6,895.6,apple,Apple+Medicinal Plants,Forest Leaf Compost,Trichoderma,Drumstick
86,53,88,24.3,55.1,6.5,661.2,banana,Banana+Coffee,Farmyard Manure,Pseudomonas,Leucaena
99,75,22,31.5,36.0,5.7,1770.7,pigeonpeas,Pigeon Pea+Millet,Panchagavya,Bt Spray,Gliricidia
52,84,78,29.8,46.7,6.5,1468.0,orange,Orange+Spices,Green Manure,Neem Oil,Acacia
32,97,73,15.4,38.9,7.2,1244.1,orange,Orange+Spices,Green Manure,Garlic-Chili Extract,Leucaena
27,37,198,24.3,66.1,6.7,1016.4,mango,Mango+Turmeric,Green Manure,Neem + Soap,Sesbania
58,74,182,16.0,34.9,8.2,1604.8,maize,Maize+Beans,Panchagavya,Pseudomonas,Gliricidia
119,42,73,26.5,82.1,7.8,1764.3,papaya,Papaya+Drumstick,Jeevamrutha,Neem Oil,Sesbania
139,10,193,29.4,66.1,6.4,534.3,mango,Mango+Turmeric,Farmyard Manure,Pseudomonas,Casuarina
123,94,182,21.3,85.1,8.3,685.8,watermelon,Watermelon+Maize,Forest Leaf Compost,Pseudomonas,Leucaena
55,32,31,38.6,79.7,5.6,590.6,pomegranate,Pomegranate+Marigold,Green Manure,Garlic-Chili Extract,Neem
33,98,160,22.2,39.1,6.1,1206.6,kidneybeans,Beans+Maize,Bio-slurry,Bt Spray,Leucaena
41,24,13,24.1,44.2,5.3,681.4,cotton,Cotton+Turmeric,Vermicompost,Neem Oil,Subabul
45,117,34,36.0,78.4,7.5,386.8,chickpea,Wheat+Gram,Bio-slurry,Trichoderma,Gliricidia
34,36,7,39.9,66.1,7.3,1254.8,grapes,Grapes+Legumes,Panchagavya,Garlic-Chili Extract,Subabul
93,85,131,25.8,78.4,6.1,998.4,maize,Maize+Beans,Forest Leaf Compost,Neem Oil,Acacia
120,5,50,36.3,88.6,7.0,491.3,orange,Orange+Spices,Green Manure,Panchagavya Extract,Sesbania
106,81,102,21.9,48.9,7.4,1448.7,watermelon,Watermelon+Maize,Panchagavya,Garlic-Chili Extract,Sesbania
80,100,10,27.0,44.3,4.8,500.0,pigeonpeas,Pigeon Pea+Millet,Panchagavya,Beauveria Bassiana,Leucaena
136,59,24,28.1,38.4,7.6,309.9,pigeonpeas,Pigeon Pea+Millet,Green Manure,Garlic-Chili Extract,Acacia
49,21,89,18.2,67.0,7.1,489.3,maize,Maize+Beans,Farmyard Manure,Pseudomonas,Leucaena
134,8,86,24.9,66.0,8.3,1603.5,mango,Mango+Turmeric,Neem Cake,Bt Spray,Leucaena
68,64,26,20.8,49.0,4.8,1789.6,pigeonpeas,Pigeon Pea+Millet,Jeevamrutha,Neem + Soap,Gliricidia
49,20,63,20.4,45.5,7.9,1050.7,pomegranate,Pomegranate+Marigold,Vermicompost,Garlic-Chili Extract,Drumstick
44,76,167,20.3,63.4,5.9,992.8,watermelon,Watermelon+Maize,Green Manure,Pseudomonas,Neem
128,40,90,34.7,62.5,7.3,1358.9,maize,Maize+Beans,Forest Leaf Compost,Panchagavya Extract,Drumstick
69,58,14,20.5,30.8,7.3,1904.0,papaya,Papaya+Drumstick,Forest Leaf Compost,Neem Oil,Leucaena
63,32,12,33.0,44.3,7.4,1742.4,lentil,Lentil+Mustard,Forest Leaf Compost,Garlic-Chili Extract,Acacia
80,50,149,19.9,78.9,8.0,1366.1,rice,Rice+Sesbania,Green Manure,Panchagavya Extract,Sesbania
28,102,15,17.3,44.8,7.9,1053.7,lentil,Lentil+Mustard,Neem Cake,Bt Spray,Drumstick
15,6,184,37.8,69.6,5.7,1509.7,pomegranate,Pomegranate+Marigold,Panchagavya,Neem Oil,Gliricidia
137,77,149,25.9,64.1,7.8,1115.5,grapes,Grapes+Legumes,Farmyard Manure,Bt Spray,Neem
38,98,22,25.0,58.0,8.3,200.2,cotton,Cotton+Turmeric,Jeevamrutha,Trichoderma,Casuarina
127,98,147,29.7,68.8,4.6,699.8,coconut,Coconut+Pineapple,Vermicompost,Neem + Soap,Subabul
74,30,60,28.6,62.5,5.1,1142.5,watermelon,Watermelon+Maize,Neem Cake,Beauveria Bassiana,Drumstick
34,102,162,25.0,89.6,5.3,828.6,jute,Jute+Rice,Panchagavya,Garlic-Chili Extract,Drumstick
17,49,133,39.4,83.9,5.9,474.5,jute,Jute+Rice,Forest Leaf Compost,Bt Spray,Acacia
139,92,93,29.2,72.8,8.5,269.7,mungbean,Mungbean+Sorghum,Bio-slurry,Panchagavya Extract,Casuarina
69,7,25,36.2,86.7,6.3,1055.4,mothbeans,Mothbean+Castor,Green Manure,Panchagavya Extract,Acacia
28,58,70,21.1,64.3,5.5,1729.0,coffee,Coffee+Banana,Forest Leaf Compost,Panchagavya Extract,Sesbania
11,38,51,30.8,71.1,8.4,1781.3,grapes,Grapes+Legumes,Green Manure,Neem Oil,Acacia
65,113,38,28.8,31.0,8.2,1633.1,mango,Mango+Turmeric,Forest Leaf Compost,Neem + Soap,Leucaena
137,10,159,31.9,65.4,6.8,940.2,pomegranate,Pomegranate+Marigold,Green Manure,Neem Oil,Subabul
98,28,40,32.0,82.4,6.4,1078.5,watermelon,Watermelon+Maize,Forest Leaf Compost,Panchagavya Extract,Casuarina
85,20,144,28.8,30.2,7.3,511.8,orange,Orange+Spices,Neem Cake,Neem + Soap,Leucaena
28,73,65,34.0,60.7,7.8,365.3,orange,Orange+Spices,Farmyard Manure,Beauveria Bassiana,Drumstick
16,19,53,26.9,75.9,6.8,1271.5,cotton,Cotton+Turmeric,Neem Cake,Pseudomonas,Casuarina
42,35,81,27.7,89.7,5.7,343.1,coffee,Coffee+Banana,Panchagavya,Trichoderma,Gliricidia
131,60,93,29.9,62.6,5.5,862.9,rice,Rice+Sesbania,Forest Leaf Compost,Beauveria Bassiana,Leucaena
89,53,178,30.4,37.6,6.8,1508.2,jute,Jute+Rice,Bio-slurry,Pseudomonas,Acacia
99,47,145,32.4,54.1,6.4,1674.3,mango,Mango+Turmeric,Panchagavya,Beauveria Bassiana,Acacia
82,90,126,25.6,37.9,4.7,1822.0,kidneybeans,Beans+Maize,Jeevamrutha,Beauveria Bassiana,Neem
110,83,141,30.7,60.8,7.5,1118.1,cotton,Cotton+Turmeric,Neem Cake,Trichoderma,Casuarina
85,24,30,32.8,37.3,6.8,1807.8,cotton,Cotton+Turmeric,Panchagavya,Garlic-Chili Extract,Acacia
30,51,13,15.4,53.0,5.4,1252.3,coffee,Coffee+Banana,Bio-slurry,Panchagavya Extract,Acacia
137,85,8,18.8,86.1,4.6,904.7,chickpea,Wheat+Gram,Bio-slurry,Panchagavya Extract,Drumstick
71,29,174,21.5,49.9,8.3,579.1,banana,Banana+Coffee,Jeevamrutha,Panchagavya Extract,Sesbania
88,39,124,26.6,41.3,5.1,999.2,banana,Banana+Coffee,Neem Cake,Beauveria Bassiana,Gliricidia
93,30,6,25.6,42.9,5.4,1251.2,apple,Apple+Medicinal Plants,Green Manure,Garlic-Chili Extract,Sesbania
102,14,177,23.2,52.3,6.5,1776.0,jute,Jute+Rice,Bio-slurry,Panchagavya Extract,Drumstick
28,59,119,39.8,85.8,4.6,616.9,banana,Banana+Coffee,Vermicompost,Neem + Soap,Drumstick
74,64,88,23.6,69.8,6.5,1521.1,banana,Banana+Coffee,Panchagavya,Trichoderma,Neem
123,90,178,25.5,78.8,6.0,818.5,mothbeans,Mothbean+Castor,Panchagavya,Neem Oil,Casuarina
84,33,73,20.5,38.0,6.1,1571.1,papaya,Papaya+Drumstick,Bio-slurry,Neem Oil,Sesbania
68,36,152,24.7,52.6,5.1,1126.1,grapes,Grapes+Legumes,Neem Cake,Beauveria Bassiana,Gliricidia
17,31,41,27.7,65.9,8.5,1145.3,cotton,Cotton+Turmeric,Bio-slurry,Trichoderma,Acacia
29,92,179,35.7,83.7,8.3,1789.2,chickpea,Wheat+Gram,Green Manure,Panchagavya Extract,Leucaena
73,36,157,29.1,52.5,6.8,1372.3,banana,Banana+Coffee,Neem Cake,Neem Oil,Drumstick
42,104,134,30.7,54.7,4.7,213.3,kidneybeans,Beans+Maize,Farmyard Manure,Neem + Soap,Gliricidia
70,90,112,34.6,39.0,4.8,1825.5,mothbeans,Mothbean+Castor,Farmyard Manure,Pseudomonas,Leucaena
78,44,190,30.3,41.8,7.1,674.3,lentil,Lentil+Mustard,Panchagavya,Panchagavya Extract,Drumstick
127,111,160,19.0,88.7,7.1,741.5,jute,Jute+Rice,Farmyard Manure,Neem Oil,Sesbania
87,88,107,17.4,40.5,5.5,1699.4,rice,Rice+Sesbania,Green Manure,Pseudomonas,Leucaena
44,101,13,28.5,69.7,7.7,1659.6,grapes,Grapes+Legumes,Vermicompost,Panchagavya Extract,Acacia
42,109,62,15.7,69.4,8.1,1424.5,watermelon,Watermelon+Maize,Green Manure,Bt Spray,Acacia
54,31,104,18.4,51.6,6.9,803.8,coconut,Coconut+Pineapple,Green Manure,Neem + Soap,Acacia
11,52,122,20.6,40.7,7.4,1467.5,mothbeans,Mothbean+Castor,Forest Leaf Compost,Pseudomonas,Gliricidia
138,56,49,31.6,90.0,4.7,455.5,coconut,Coconut+Pineapple,Panchagavya,Bt Spray,Sesbania
45,37,52,27.3,41.1,5.1,244.8,papaya,Papaya+Drumstick,Green Manure,Garlic-Chili Extract,Sesbania
112,21,50,34.2,39.7,7.2,1675.9,lentil,Lentil+Mustard,Green Manure,Bt Spray,Drumstick
82,109,100,32.4,62.2,5.1,1948.0,chickpea,Wheat+Gram,Neem Cake,Beauveria Bassiana,Subabul
110,31,189,26.6,39.2,8.0,656.5,mungbean,Mungbean+Sorghum,Farmyard Manure,Garlic-Chili Extract,Gliricidia
134,67,5,28.1,55.2,4.8,245.2,lentil,Lentil+Mustard,Farmyard Manure,Panchagavya Extract,Acacia
